Company Name,Screener Slug,Company Full Name,Stock P/E,Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage
Chembond Materi.,CHEMBOND,Chembond Material Technologies Ltd,25.7,240,1.12,31,-8,0.83,Negative Growth,0.80,Negative Growth+Yield,7.7,V:8.4 L:4.0 R:10.0 T:8.4,🚀 Inflection
Shivashrit Foods,SHIVASHRIT,Shivashrit Foods Ltd,16.5,232,0.00,110,N/A,0.15,N/A,0.15,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection
Shubhshree Bio.,SHUBHSHREE,Shubhshree Biofuels Energy Ltd,21.1,180,0.00,52,236,0.41,0.09,0.41,0.09,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection
Agarwal Indl.,AGARIND,Agarwal Industrial Corporation Ltd,22.3,768,0.64,-11,10,Negative Growth,2.23,Negative Growth+Yield,2.10,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining
Felix Industries,FELIX,Felix Industries Ltd,16.2,322,0.00,157,104,0.10,0.16,0.10,0.16,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection
Krsnaa Diagnost.,KRSNAA,Krsnaa Diagnostics Ltd,18.2,"1,866",0.48,17,-11,1.07,Negative Growth,1.04,Negative Growth+Yield,8.0,V:6.4 L:7.2 R:8.4 T:10.0,📈 Accelerating
Escorp Asset Mgt,540455,Escorp Asset Management Ltd,18.3,116,0.00,19,N/A,0.96,N/A,0.96,N/A,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating
Ecoplast,526703,Ecoplast Ltd,19.1,231,0.00,60,119,0.32,0.16,0.32,0.16,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection
Ahluwalia Contr.,AHLUCONT,Ahluwalia Contracts (India) Ltd,21.2,"5,606",0.07,11,28,1.93,0.76,1.92,0.76,6.4,V:4.4 L:8.8 R:6.4 T:6.0,🛡️ Mature
EID Parry,EIDPARRY,EID Parry (India) Ltd,,"14,015",0.00,N/A,N/A,N/A,N/A,N/A,N/A,5.2,V:4.0 L:8.8 R:4.0 T:4.0,🔍 Discovery
B.A.G. Converge.,BAGDIGITAL,B.A.G. Convergence Ltd,22.1,238,0.00,29,N/A,0.76,N/A,0.76,N/A,7.7,V:8.4 L:4.0 R:8.4 T:10.0,🚀 Inflection
Alembic Pharma,APLLTD,Alembic Pharmaceuticals Ltd,20.9,"16,510",1.43,26,-9,0.80,Negative Growth,0.76,Negative Growth+Yield,9.3,V:8.4 L:8.8 R:10.0 T:10.0,🚀 Inflection
Escorts Kubota,ESCORTS,Escorts Kubota Ltd,24.2,"34,733",1.06,48,21,0.50,1.15,0.49,1.10,10.0,V:10.0 L:10.0 R:10.0 T:10.0,🚀 Inflection
Godfrey Phillips,GODFRYPHLP,Godfrey Phillips India Ltd,26.3,"34,689",2.25,37,36,0.71,0.73,0.67,0.69,9.2,V:8.4 L:10.0 R:10.0 T:8.4,🚀 Inflection
Pfizer,PFIZER,Pfizer Ltd,29.2,"22,421",1.53,8,9,3.65,3.24,3.06,2.77,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature
Vidhi Specialty,VIDHIING,Vidhi Specialty Food Ingredients Ltd,29.5,"1,582",0.95,9,6,3.28,4.92,2.96,4.24,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature
Chalet Hotels,CHALET,Chalet Hotels Ltd,32.4,"17,969",0.12,60,51,0.54,0.64,0.54,0.63,8.9,V:10.0 L:8.8 R:8.4 T:8.4,🚀 Inflection
Naperol Invest.,NATPEROXID,Naperol Investments Ltd,34.6,373,0.46,260,-21,0.13,Negative Growth,0.13,Negative Growth+Yield,7.7,V:10.0 L:4.0 R:8.4 T:8.4,🚀 Inflection
JSW Dulux,JSWDULUX,JSW Dulux Ltd,37.5,"14,371",1.58,2,11,18.75,3.41,10.47,2.98,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant
High Energy Bat.,504176,High Energy Batteries (India) Ltd,37.5,513,0.52,-9,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining
Abbott India,ABBOTINDIA,Abbott India Ltd,38.5,"59,513",1.87,18,17,2.14,2.26,1.94,2.04,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature
UltraTech Cem.,ULTRACEMCO,UltraTech Cement Ltd,45.2,"3,45,263",2.04,15,7,3.01,6.46,2.65,5.00,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature
Banaras Beads,BANARBEADS,Banaras Beads Ltd,40.4,76.4,1.95,-11,-5,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
RHI Magnesita,RHIM,RHI Magnesita India Ltd,41.0,"8,585",0.60,-26,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining
Godavari Bioref.,GODAVARIB,Godavari Biorefineries Ltd,54.9,"1,400",0.00,37,6,1.48,9.15,1.48,9.15,7.0,V:6.4 L:7.2 R:8.4 T:6.0,📈 Accelerating
JTEKT India,JTEKTINDIA,JTEKT India Ltd,48.8,"3,930",0.53,0,46,Zero Growth,1.06,92.08,1.05,5.4,V:4.0 L:7.2 R:4.4 T:6.0,🔍 Discovery
ITCONS E-Soluti.,543806,ITCONS E-Solutions Ltd,51.5,271,0.05,45,131,1.14,0.39,1.14,0.39,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating
Hercules Investments,HERCULES,Hercules Investments Ltd,51.7,399,2.01,-33,-1,Negative Growth,Negative Growth,Negative Growth+Yield,51.19,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
Everest Organics,524790,Everest Organics Ltd,53.9,299,0.00,315,-17,0.17,Negative Growth,0.17,Negative Growth+Yield,7.1,V:10.0 L:4.0 R:8.4 T:6.0,🚀 Inflection
Gujjubhai Industries,532070,Gujjubhai Industries Ltd,54.6,286,0.00,31,65,1.76,0.84,1.76,0.84,5.7,V:4.4 L:4.0 R:8.4 T:6.0,🛡️ Mature
Vasa Denticity,DENTALKART,Vasa Denticity Ltd,58.2,705,0.00,12,101,4.85,0.58,4.85,0.58,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature
C D S L,CDSL,Central Depository Services (India) Ltd,61.1,"28,152",0.95,20,24,3.06,2.55,2.92,2.45,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature
LG Electronics,LGEINDIA,LG Electronics India Ltd,63.2,"1,06,377",0.00,8,2,7.90,31.60,7.90,31.60,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature
Aveer Foods,543737,Aveer Foods Ltd,66.8,265,0.04,57,80,1.17,0.83,1.17,0.83,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating
JSW Holdings,JSWHL,JSW Holdings Ltd,106,"13,230",0.00,-26,13,Negative Growth,8.15,Negative Growth+Yield,8.15,3.7,V:0.8 L:8.8 R:2.0 T:3.2,🔻 Declining
Machino Plastics,523248,Machino Plastics Ltd,127,168,0.00,-6,18,Negative Growth,7.06,Negative Growth+Yield,7.06,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining
Pilani Invest.,PILANIINVS,Pilani Investment & Industries Corporation Ltd,67.2,"4,830",0.20,-25,-9,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining
Bombay Oxygen,509470,Bombay Oxygen Investments Ltd,283,297,0.13,N/A,N/A,N/A,N/A,N/A,N/A,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery
One Mobikwik,MOBIKWIK,One Mobikwik Systems Ltd,180,"1,671",0.00,15,10,12.00,18.00,12.00,18.00,4.7,V:2.0 L:7.2 R:6.4 T:3.2,🛡️ Mature
Bhudevi Infra,526488,Bhudevi Infra Projects Ltd,708,84.9,0.00,-28,25,Negative Growth,28.32,Negative Growth+Yield,28.32,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining
Prabha Energy,PRABHA,Prabha Energy Ltd,"2,121","2,205",0.00,-42,63,Negative Growth,33.67,Negative Growth+Yield,33.67,3.3,V:0.8 L:7.2 R:2.0 T:3.2,🔻 Declining
